set,order,city,label_id,pano_id,pano_source,time_created,hf_split,hf_filename,pano_x,pano_y,pano_width,pano_height,heading,pitch,zoom,camera_heading,camera_pitch,camera_roll,canvas_x,canvas_y
hf_validated,10,pittsburgh-pa,12985,DPqda2IH_68Y_VPVD1vBdw,gsv,2021-04-29T01:58:12.36Z,train,gsv-pittsburgh-12985-CurbRamp.png,7808,4320,13312,6656,141.8125,-20.375,1.0,108.53302001953125,-1.2951583862304688,,348,281
hf_validated,11,oradell-nj,6613,dsGLMiclGVu2lKSuUmRjUA,gsv,2022-06-13T20:47:49.072Z,train,gsv-oradell-6613-CurbRamp.png,10789,4769,16384,8192,328.671875,-31.8125,1.0,287.27099609375,-1.6585693359375,,462,133
hf_validated,12,chicago-il,10090,r1vxp40tAgah_g5hC-j1EQ,gsv,2022-03-07T21:32:13.174Z,train,gsv-chicago-10090-CurbRamp.png,8634,4352,16384,8192,101.46428680419922,-7.078125,3.0,89.06844329833984,0.39334869384765625,,292,203
hf_validated,13,cdmx,6185,wcOaWHcHyAt72iSbuRNxGg,gsv,2020-07-18T20:18:08.091Z,train,gsv-cdmx-6185-CurbRamp.png,13760,5623,16384,8192,81.3125,-30.875,1.0,309.90460205078125,0.4817657470703125,,312,259
hf_validated,14,oradell-nj,8235,XZ2kV-_9Zxim9iCsSbR_sg,gsv,2022-07-17T18:32:42.762Z,train,gsv-oradell-8235-CurbRamp.png,9892,4719,16384,8192,140.04464721679688,-10.526785850524902,3.0,108.99138641357422,-0.8740310668945312,,517,323
hf_validated,15,chicago-il,12175,swYVtw8erHE8OMKCAl0pIw,gsv,2022-10-20T16:17:23.681Z,train,gsv-chicago-12175-CurbRamp.png,1966,4843,16384,8192,159.42410278320312,-14.96875,3.0,292.0690002441406,-1.0617828369140625,,258,278
hf_validated,16,chicago-il,18173,MCfMEQj91-SPk93LF3czqg,gsv,2022-11-01T04:31:21.538Z,train,gsv-chicago-18173-CurbRamp.png,6007,4588,16384,8192,138.6875,-32.75,1.0,179.24388122558594,-0.22812999784946442,,310,95
hf_validated,17,columbus-oh,14120,BrmaM7ulPe7qX2pho9pSQw,gsv,2020-05-26T22:54:03.499Z,train,gsv-columbus-14120-CurbRamp.png,15324,4942,16384,8192,354.9375,-35.0,1.0,184.46530151367188,-0.037261962890625,,273,137
hf_validated,18,seattle-wa,98992,F4PvXxVboP9JWBvffWm1ww,gsv,2020-06-08T17:47:00.1Z,train,gsv-seattle-98992-CurbRamp.png,11672,5487,16384,8192,344.6875,-35.0,1.0,269.8817443847656,1.1994476318359375,,369,212
hf_validated,19,oradell-nj,3514,42H4piNL-nTIfHA-WjtpcA,gsv,2022-04-23T00:24:51.712Z,train,gsv-oradell-3514-CurbRamp.png,9398,4746,16384,8192,102.0,-16.0,1.0,108.89794921875,-0.9127273559570312,,588,246
hf_validated,20,cdmx,4038,_yEqONYxlqWgfynyFv9qDQ,gsv,2020-05-03T21:36:09.16Z,train,gsv-cdmx-4038-CurbRamp.png,10508,5161,16384,8192,276.6428527832031,-17.957590103149414,2.0,234.55807495117188,-0.010009765625,,463,312
hf_validated,21,chicago-il,4456,vuIgQi9irtLN7wgtceb07g,gsv,2021-10-21T18:32:58.71Z,train,gsv-chicago-4456-CurbRamp.png,10075,4690,16384,8192,120.484375,-12.734375,3.0,88.18180084228516,-0.5641326904296875,,587,252
hf_validated,22,chicago-il,28897,0GUznFGcut3t5bhjsC8SkA,gsv,2023-08-03T16:46:44.159Z,test,gsv-chicago-28897-CurbRamp.png,10804,5639,16384,8192,170.4375,-35.0,3.0,109.96820068359375,0.3330399990081787,,295,213
hf_validated,23,pittsburgh-pa,8585,cNvpPGuS_XYBDqm58qyTzA,gsv,2021-04-08T21:19:40.295Z,train,gsv-pittsburgh-8585-CurbRamp.png,4917,3935,13312,6656,151.54464721679688,-15.879464149475098,2.0,195.69241333007812,-1.2506103515625,,325,247
hf_validated,24,cdmx,2446,f5g9XsosdM2ohnfuxX5JQQ,gsv,2020-05-02T20:59:18.471Z,train,gsv-cdmx-2446-CurbRamp.png,11752,5279,16384,8192,226.625,-19.875,1.0,129.338134765625,0.7366790771484375,,248,287
hf_validated,25,chicago-il,46796,Gg2RgT8QB2l5c6-cFb41Dg,gsv,2024-02-25T03:30:36.273Z,train,gsv-chicago-46796-CurbRamp.png,3103,4847,16384,8192,99.6875,-23.5,1.0,235.5294952392578,-0.12206000089645386,,514,205
hf_validated,26,seattle-wa,152821,c1socKxYbkHtcTWRfkLLIg,gsv,2021-05-06T23:32:56.374Z,train,gsv-seattle-152821-CurbRamp.png,3636,4802,16384,8192,308.0,-35.0,1.0,47.78955841064453,-0.03154754638671875,,358,112
hf_validated,27,columbus-oh,14847,-d0CbG05H-OzF8XoE4oHxQ,gsv,2020-05-26T23:47:11.333Z,train,gsv-columbus-14847-CurbRamp.png,14197,5593,16384,8192,281.0,-21.1875,1.0,147.38790893554688,-2.3283767700195312,,351,315
hf_validated,28,spgg,8296,HzRv0zRK_ao1iw4wasPg6Q,gsv,2020-09-08T19:23:19.749Z,train,gsv-spgg-8296-CurbRamp.png,4553,5314,16384,8192,120.72767639160156,-32.703125,2.0,201.84454345703125,-2.6548309326171875,,373,165
hf_validated,29,seattle-wa,147235,ryO7Ux1kSuzGcSphrnNeYg,gsv,2021-04-19T20:16:05.615Z,train,gsv-seattle-147235-CurbRamp.png,12095,4081,13312,6656,32.25,-33.5,1.0,261.75567626953125,2.6078600883483887,,463,161
hf_validated,30,chicago-il,13625,TT85jtP7qSxIYVTvB77Xow,gsv,2022-10-22T04:40:39.789Z,train,gsv-chicago-13625-CurbRamp.png,9939,4606,16384,8192,316.25,-14.6875,3.0,269.5041198730469,0.1134796142578125,,149,154
hf_validated,31,columbus-oh,715,brBrQvIDmxSI2b_UuNz8iw,gsv,2019-12-01T14:38:30.66Z,train,gsv-columbus-715-CurbRamp.png,8510,4151,13312,6656,26.76339340209961,-19.95535659790039,2.0,350.9368896484375,0.22673797607421875,,530,277
hf_validated,32,newberg-or,2266,d5Cqacefa0pQapPT5zTEeA,gsv,2019-03-09T13:39:50.42Z,train,gsv-newberg-2266-CurbRamp.png,8310,4369,13312,6656,74.61607360839844,-35.0,1.0,359.4306335449219,0.8318557739257812,,179,220
hf_validated,33,seattle-wa,252800,bRNLjx8IxKxnsGdVbDjiWw,gsv,2023-05-18T01:33:12.576Z,test,gsv-seattle-252800-CurbRamp.png,5186,4749,16384,8192,20.809392694198834,-30.697415516374406,1.0,89.05563354492188,0.8300999999046326,,374,134
hf_validated,34,chicago-il,10176,9QtJWUWRvj4-FXM7-EssmA,gsv,2022-03-07T21:46:11.175Z,train,gsv-chicago-10176-CurbRamp.png,2990,4498,16384,8192,242.2142791748047,-13.917410850524902,2.0,359.3137512207031,0.5905914306640625,,395,176
hf_validated,35,newberg-or,14820,J1IhB4qxDLDFQTG0bPXNuA,gsv,2019-10-22T00:13:43.536Z,train,gsv-newberg-14820-CurbRamp.png,4410,3991,13312,6656,26.34375,-22.28125,3.0,89.10182189941406,1.4408493041992188,,409,129
hf_validated,36,newberg-or,4003,D2a38Otq14Zf3lJiDSXX7w,gsv,2019-03-28T18:39:45.527Z,train,gsv-newberg-4003-CurbRamp.png,880,3676,13312,6656,292.62811279296875,-10.361607551574707,3.0,88.47713470458984,1.79296875,,351,216
hf_validated,37,oradell-nj,13580,cbg-u3N8l1cqROvEEc0lbg,gsv,2023-07-12T16:40:32.142Z,train,gsv-oradell-13580-CurbRamp.png,1853,4435,16384,8192,65.24749755859375,-18.875,1.0,192.63949584960938,0.1712999939918518,,283,168
hf_validated,38,oradell-nj,6230,zRg8WWh34Gol7pcRR6MDMg,gsv,2022-06-11T12:53:11.484Z,train,gsv-oradell-6230-CurbRamp.png,10059,4653,16384,8192,327.4375,-25.125,1.0,269.02899169921875,-0.7925643920898438,,247,161
hf_validated,39,seattle-wa,204360,gDJqrtS1SKSjj7i9JLJEMg,gsv,2022-04-28T20:30:06.45Z,train,gsv-seattle-204360-CurbRamp.png,14473,5090,16384,8192,287.55194091796875,-31.078125,1.0,177.79396057128906,1.7151260375976562,,538,198
hf_validated,40,columbus-oh,22922,Omsg3OklVYs6yg6BsPrSww,gsv,2021-01-18T19:03:52.568Z,train,gsv-columbus-22922-CurbRamp.png,10996,4755,13312,6656,111.62946319580078,-31.209447860717773,1.0,351.4450988769531,-0.36994171142578125,,346,287
hf_validated,41,chicago-il,10089,r1vxp40tAgah_g5hC-j1EQ,gsv,2022-03-07T21:32:09.426Z,train,gsv-chicago-10089-CurbRamp.png,8837,4361,16384,8192,101.46428680419922,-7.078125,3.0,89.06844329833984,0.39334869384765625,,405,208
hf_validated,42,newberg-or,4764,0xoQP2NIBcffyNw0WDgAAA,gsv,2019-04-04T16:06:57.546Z,train,gsv-newberg-4764-CurbRamp.png,5374,3675,13312,6656,300.0,-4.484375,3.0,334.943359375,0.6340866088867188,,367,365
hf_validated,43,seattle-wa,2790,KNAbXuDajY98pr5hQt4zJw,gsv,2019-04-16T03:57:54.82Z,test,gsv-seattle-2790-CurbRamp.png,14062,4632,16384,8192,221.03347778320312,-12.868303298950195,3.0,92.22337341308594,-1.6777725219726562,,364,212
hf_validated,44,seattle-wa,158020,fHIroYZQkTATwFGFBAuAEA,gsv,2021-06-21T17:39:49.029Z,test,gsv-seattle-158020-CurbRamp.png,11367,5488,16384,8192,239.1138458251953,-21.401784896850586,2.0,187.7100067138672,3.2272415161132812,,567,374
hf_validated,45,seattle-wa,96987,EKtrcsSmS5hti5UR2xNTSw,gsv,2020-06-04T04:42:38.884Z,train,gsv-seattle-96987-CurbRamp.png,5660,4759,16384,8192,273.75,0.0,1.0,328.10772705078125,3.0954437255859375,,352,334
hf_validated,46,oradell-nj,9241,J5eDWl45Kp7xEqsI174vug,gsv,2022-08-05T23:28:39.473Z,train,gsv-oradell-9241-CurbRamp.png,4511,4774,16384,8192,34.46875,-30.3125,1.0,89.37113189697266,0.41699981689453125,,186,151
hf_validated,47,columbus-oh,27373,q9BT2K-1a8mHTOM17SbIBQ,gsv,2021-04-27T23:34:11.218Z,train,gsv-columbus-27373-CurbRamp.png,2499,4502,16384,8192,100.5625,-13.8125,1.0,261.51458740234375,2.7253341674804688,,617,222
hf_validated,48,oradell-nj,7623,YfkwEpnJm4bSFg2z1cEPJw,gsv,2022-07-14T23:06:38.418Z,train,gsv-oradell-7623-CurbRamp.png,1364,4491,16384,8192,51.234375,-8.5625,3.0,200.22323608398438,0.15460205078125,,334,243
hf_validated,49,pittsburgh-pa,9125,9Rv0VBzlHemD3irATb89Vg,gsv,2021-04-09T18:58:59.894Z,train,gsv-pittsburgh-9125-CurbRamp.png,5626,4762,16384,8192,38.25,-27.125,1.0,82.47607421875,-0.44664764404296875,,283,162
hf_validated,50,seattle-wa,42448,dro1gx3y8F4piWKTXsajQg,gsv,2019-05-02T11:18:57.226Z,train,gsv-seattle-42448-CurbRamp.png,3975,4356,16384,8192,346.35491943359375,-2.3214285373687744,2.0,89.79208374023438,0.1159820556640625,,497,284
hf_validated,51,seattle-wa,51361,4OwgciHozXxKp1z-EF2xyQ,gsv,2019-05-04T05:38:41.57Z,train,gsv-seattle-51361-CurbRamp.png,8015,4723,16384,8192,203.75222778320312,-11.435267448425293,3.0,205.7137908935547,3.0175399780273438,,312,300
hf_validated,52,chicago-il,9555,HMnQiIZ1i9dExM3uotMS2Q,gsv,2021-11-12T21:51:20.213Z,train,gsv-chicago-9555-CurbRamp.png,4892,3809,13312,6656,298.3660583496094,-13.660714149475098,2.0,357.7240295410156,-0.33710479736328125,,505,235
hf_validated,53,seattle-wa,232974,Ys8Vye8qdcOKT_-LIIC_9g,gsv,2023-02-03T22:02:40.29Z,train,gsv-seattle-232974-CurbRamp.png,10561,4689,16384,8192,297.75,-35.0,1.0,271.251220703125,-1.0489799976348877,,539,104
hf_validated,54,chicago-il,28881,hJrSG1Ywl3qWYUPsjUCdGQ,gsv,2023-08-03T16:39:01.258Z,train,gsv-chicago-28881-CurbRamp.png,14285,4731,16384,8192,129.2767791748047,-19.901784896850586,2.0,357.98809814453125,-0.06644999980926514,,392,165
hf_validated,55,spgg,13980,SIVYXjxWchy7hTeo39VQJQ,gsv,2020-10-01T22:55:21.234Z,train,gsv-spgg-13980-CurbRamp.png,4851,5086,16384,8192,16.8125,-24.3125,1.0,111.73497009277344,-1.4604949951171875,,491,233
hf_validated,56,chicago-il,9574,CyrZ18tuXmiPlzj-qj5MOw,gsv,2021-11-15T21:25:49.495Z,train,gsv-chicago-9574-CurbRamp.png,9459,4732,16384,8192,114.65178680419922,-12.633928298950195,2.0,87.38497161865234,2.2705535888671875,,367,257
hf_validated,57,oradell-nj,2788,0iBvUG7wiKshUYd7YD0t5w,gsv,2022-04-22T23:55:50.259Z,train,gsv-oradell-2788-CurbRamp.png,3957,4628,16384,8192,287.5,-17.178571701049805,2.0,6.686789035797119,1.1073760986328125,,185,175
hf_validated,58,chicago-il,10547,bnv8vckNmiHOJC6mxBA9nA,gsv,2022-04-30T16:27:27.596Z,train,gsv-chicago-10547-CurbRamp.png,837,4675,16384,8192,163.0,-18.0,3.0,323.8002014160156,-0.7461013793945312,,340,105
hf_validated,59,chicago-il,3304,TznN2nhT-0ZcP8XP18QcvA,gsv,2021-10-20T01:02:27.494Z,train,gsv-chicago-3304-CurbRamp.png,5932,4550,16384,8192,222.125,-14.5625,1.0,271.1422119140625,-1.094207763671875,,356,211
hf_validated,60,cdmx,5580,5Ny1hK8luph2JNwqXyv03w,gsv,2020-06-10T01:22:52.912Z,train,gsv-cdmx-5580-CurbRamp.png,12264,5730,16384,8192,322.75,-21.5,1.0,207.25091552734375,-0.9561843872070312,,216,353
hf_validated,61,seattle-wa,193885,UXo-8WMGQOhdndDREngNRA,gsv,2022-01-27T07:08:06.092Z,test,gsv-seattle-193885-CurbRamp.png,12031,4129,13312,6656,59.01785659790039,-21.875,2.0,267.27734375,-0.8815155029296875,,285,239
hf_validated,62,pittsburgh-pa,15760,yQhczdQ3bC3KBBRBWMw6oA,gsv,2022-02-04T20:50:20.057Z,train,gsv-pittsburgh-15760-CurbRamp.png,2348,4539,16384,8192,75.625,-13.5625,1.0,208.67266845703125,-0.6793899536132812,,389,216
hf_validated,63,chicago-il,3149,ymqTQx1CO4U-1jBnnY5fnw,gsv,2021-10-20T00:33:05.256Z,train,gsv-chicago-3149-CurbRamp.png,9038,4632,16384,8192,109.6875,-8.392857551574707,2.0,88.02971649169922,-1.0529708862304688,,322,283
hf_validated,64,seattle-wa,237943,8EFgHWzP3QmtTDelEr-xwQ,gsv,2023-03-27T15:34:10.37Z,train,gsv-seattle-237943-CurbRamp.png,11860,4228,13312,6656,258.875,-35.0,1.0,118.48918151855469,0.5853700041770935,,362,172
hf_validated,65,columbus-oh,33046,j9sLkYgfiayFrH9LTxm8Ew,gsv,2022-03-10T22:40:07.213Z,train,gsv-columbus-33046-CurbRamp.png,3993,4912,16384,8192,78.30500030517578,-23.5625,1.0,183.32681274414062,0.26811981201171875,,438,207
hf_validated,66,seattle-wa,145977,ySyM3ha6fw_KI5TnE5Wu3A,gsv,2021-04-09T23:46:06.375Z,train,gsv-seattle-145977-CurbRamp.png,14756,4648,16384,8192,324.125,-11.1875,2.0,181.0247802734375,3.3168182373046875,,374,252
hf_validated,67,oradell-nj,8975,xbFAwegHFp2Jra3w0EK8fg,gsv,2022-07-28T18:04:28.229Z,train,gsv-oradell-8975-CurbRamp.png,6256,4516,16384,8192,319.4665222167969,-2.625,2.0,19.055498123168945,-1.1461334228515625,,580,329
hf_validated,68,chicago-il,6695,4gKmNesYN0kpOTFS2snGFg,gsv,2021-10-22T21:40:47.328Z,train,gsv-chicago-6695-CurbRamp.png,14663,4566,16384,8192,327.33929443359375,-6.419642925262451,2.0,178.82302856445312,1.4393768310546875,,281,290
hf_validated,69,chicago-il,10605,MY3JFOFlyH0DY2ZsFOHHDg,gsv,2022-04-30T18:18:32.628Z,train,gsv-chicago-10605-CurbRamp.png,2113,3805,13312,6656,330.35491943359375,-13.162946701049805,3.0,89.24746704101562,-2.1450653076171875,,261,234
hf_validated,70,columbus-oh,14387,cTOAYjfYFd0FFQ9kCqj7Kg,gsv,2020-05-26T23:13:53.306Z,train,gsv-columbus-14387-CurbRamp.png,10059,5427,16384,8192,137.7363739013672,-32.29018020629883,1.0,93.815673828125,-0.04618072509765625,,344,221
hf_validated,71,seattle-wa,241889,vdgMSzHpr75Z59n4oyE9bA,gsv,2023-04-19T16:02:58.037Z,train,gsv-seattle-241889-CurbRamp.png,5674,4956,16384,8192,30.071428298950195,-18.16964340209961,2.0,90.08235931396484,2.0923540592193604,,416,250
hf_validated,72,columbus-oh,14563,7OwcAo6HyAcPZSt8Q5k4Ww,gsv,2020-05-26T23:30:19.085Z,train,gsv-columbus-14563-CurbRamp.png,14929,5050,16384,8192,317.0625,-35.0,1.0,183.7792510986328,-1.0969085693359375,,451,154
hf_validated,73,seattle-wa,159730,iNyiL4am40Rgb1dYnfvcQw,gsv,2021-06-29T16:49:50.362Z,test,gsv-seattle-159730-CurbRamp.png,15549,4769,16384,8192,149.546875,-20.743303298950195,1.0,358.86517333984375,0.714111328125,,428,204
hf_validated,74,oradell-nj,5388,ejgsnskbUOGYa-g3XMwqSA,gsv,2022-05-28T00:29:29.017Z,train,gsv-oradell-5388-CurbRamp.png,947,4289,16384,8192,201.765625,-4.046875,3.0,2.8071489334106445,-0.08123779296875,,407,245
hf_validated,75,oradell-nj,7109,N5TDrl0L3_YOexCEjitUnw,gsv,2022-07-10T02:17:21.26Z,test,gsv-oradell-7109-CurbRamp.png,7145,4429,16384,8192,91.203125,-7.25,3.0,107.01848602294922,2.7250289916992188,,177,243
hf_validated,76,seattle-wa,234307,TOPhMPlatQdkTX5n5ZW0hw,gsv,2023-02-22T01:18:42.789Z,test,gsv-seattle-234307-CurbRamp.png,15246,4845,16384,8192,239.4263458251953,-14.354910850524902,3.0,88.95032501220703,-0.3637160062789917,,471,295
hf_validated,77,chicago-il,11087,pAqXqgWyXtDw3kCrmEqiwQ,gsv,2022-09-07T20:55:54.372Z,train,gsv-chicago-11087-CurbRamp.png,7028,4722,16384,8192,201.3169708251953,-13.962053298950195,3.0,226.30203247070312,0.041430000215768814,,345,235
hf_validated,78,chicago-il,2043,j4yIcZ8790sOEBvX4eG8hg,gsv,2021-10-18T21:35:42.14Z,train,gsv-chicago-2043-CurbRamp.png,2390,4445,16384,8192,47.56473159790039,-12.209821701049805,3.0,178.12713623046875,0.3203887939453125,,438,124
hf_validated,79,pittsburgh-pa,14505,-rPfxRsIp9NFeMyfCeFyPA,gsv,2022-02-01T23:55:27.161Z,train,gsv-pittsburgh-14505-CurbRamp.png,4980,4704,16384,8192,203.0,-34.8125,1.0,274.4775695800781,2.9818267822265625,,366,98
hf_validated,80,pittsburgh-pa,7085,C62T6z7vZ1sdfUP1HcHilg,gsv,2021-01-17T18:05:56.355Z,train,gsv-pittsburgh-7085-CurbRamp.png,3470,3731,13312,6656,69.265625,-11.935267448425293,3.0,158.65274047851562,1.1571884155273438,,441,214
hf_validated,81,oradell-nj,6913,kFM7UUg5oX2hKNae547fbA,gsv,2022-06-28T17:19:05.481Z,test,gsv-oradell-6913-CurbRamp.png,15372,4914,16384,8192,252.125,-18.8125,1.0,85.27538299560547,-0.07067108154296875,,305,236
hf_validated,82,seattle-wa,262901,mVmOer9uQlLpiFr7mvw2gg,gsv,2023-06-08T03:11:52.14Z,train,gsv-seattle-262901-CurbRamp.png,2120,3863,13312,6656,325.4375,-16.85714340209961,2.0,90.39022827148438,-0.5185999870300293,,388,210
hf_validated,83,cdmx,3568,Fa9ht3nv_i7AUJAW2j2Omw,gsv,2020-05-03T05:10:04.359Z,test,gsv-cdmx-3568-CurbRamp.png,13995,5423,16384,8192,109.13838958740234,-35.0,1.0,340.3692321777344,0.24481201171875,,353,203
hf_validated,84,chicago-il,22457,Jr9DGZt8Cv9tdIw4aoT4Uw,gsv,2023-02-26T00:46:39.375Z,train,gsv-chicago-22457-CurbRamp.png,1228,4462,16384,8192,107.44419860839844,-10.982142448425293,3.0,258.92950439453125,0.7756999731063843,,321,165
hf_validated,85,seattle-wa,67634,mtWXDZVtYJ6Jht2fOAYvKw,gsv,2019-05-09T15:45:04.875Z,train,gsv-seattle-67634-CurbRamp.png,5796,4757,16384,8192,168.0,-13.375,1.0,179.22808837890625,2.0362625122070312,,57,276
hf_validated,86,newberg-or,10939,8HiTu3sB6JFLf_XbvlWCeA,gsv,2019-10-11T19:55:57.634Z,train,gsv-newberg-10939-CurbRamp.png,7176,3986,13312,6656,27.75,-35.0,1.0,34.45281219482422,2.4161376953125,,495,136
hf_validated,87,oradell-nj,7544,m6Y7nsktOj-JrF3fCYtH7w,gsv,2022-07-14T20:34:00.144Z,train,gsv-oradell-7544-CurbRamp.png,15013,4589,16384,8192,160.60714721679688,-13.196428298950195,2.0,24.22681427001953,0.43470001220703125,,529,214
hf_validated,88,chicago-il,12731,GxEy1tn0TUPrXYuVHMZFSA,gsv,2022-10-21T12:35:40.219Z,train,gsv-chicago-12731-CurbRamp.png,13361,4761,16384,8192,209.734375,-18.28125,3.0,88.00171661376953,-0.5682144165039062,,157,150
hf_validated,89,chicago-il,22654,xZhxBQ98eE8kWVSVNl05UQ,gsv,2023-03-03T14:55:44.626Z,train,gsv-chicago-22654-CurbRamp.png,9713,4761,16384,8192,41.25,-23.3125,1.0,358.0403137207031,0.4649899899959564,,299,186
hf_validated,90,oradell-nj,7559,e1daJkcl1pIlYMgnR5Jjfg,gsv,2022-07-14T20:47:13.715Z,train,gsv-oradell-7559-CurbRamp.png,6666,4358,16384,8192,305.9285583496094,-13.25,2.0,330.4410400390625,0.19574737548828125,,245,146
hf_validated,91,newberg-or,14942,QhRXD-dgARgPJKE7QBmxIA,gsv,2019-10-22T01:27:13.215Z,train,gsv-newberg-14942-CurbRamp.png,7044,3926,13312,6656,93.328125,-15.40625,3.0,90.77754211425781,0.24367523193359375,,556,263
hf_validated,92,amsterdam,379,FBCVzaNUI000-fDHf-qdvA,gsv,2022-02-28T23:50:48.084Z,train,gsv-amsterdam-379-CurbRamp.png,8032,4487,16384,8192,293.984375,-9.240625381469727,2.0,293.8929138183594,0.3071746826171875,,315,232
hf_validated,93,seattle-wa,259711,7yGyVazQrpOpBh3BspmIDw,gsv,2023-05-29T18:25:54.791Z,test,gsv-seattle-259711-CurbRamp.png,1793,4746,16384,8192,227.1830291748047,-17.053571701049805,3.0,0.784555971622467,-1.3253599405288696,,186,172
hf_validated,94,seattle-wa,125764,v9r_qVUOiCTlTdNyc7juIQ,gsv,2021-01-27T23:22:01.948Z,test,gsv-seattle-125764-CurbRamp.png,6856,4671,16384,8192,17.5625,-23.5625,1.0,55.01363754272461,-3.763458251953125,,411,171
hf_validated,95,seattle-wa,53475,aS-_xtnU_Aq7B9qtE6ktkg,gsv,2019-05-04T07:19:28.038Z,train,gsv-seattle-53475-CurbRamp.png,8939,4649,16384,8192,213.9107208251953,-21.9375,2.0,201.7332000732422,-1.7056961059570312,,413,116
hf_validated,96,seattle-wa,27556,P0O7rq-kDAMZxxpo2rZPKw,gsv,2019-04-30T02:54:52.757Z,train,gsv-seattle-27556-CurbRamp.png,3824,3999,13312,6656,177.03125,-25.4375,1.0,249.15435791015625,-6.51513671875,,333,194
hf_validated,97,cdmx,5311,WlBnHk9ULjbn_XntIiFcpA,gsv,2020-05-14T20:22:08.736Z,train,gsv-cdmx-5311-CurbRamp.png,2897,5108,16384,8192,3.3125,-12.5625,1.0,103.51000213623047,1.2869186401367188,,262,307
hf_validated,98,chicago-il,20718,wu6sIdQq4IOvuSuypU_H7g,gsv,2023-01-30T16:35:52.348Z,test,gsv-chicago-20718-CurbRamp.png,1945,4627,16384,8192,226.25,-11.020089149475098,3.0,0.024999545887112617,-0.030579999089241028,,273,257
hf_validated,99,oradell-nj,7142,YlK3MFCpBqOFYoYA9jbspA,gsv,2022-07-10T02:59:00.113Z,train,gsv-oradell-7142-CurbRamp.png,2085,4512,16384,8192,315.3125,-2.0,2.0,109.53887176513672,2.1420135498046875,,622,338
hf_validated,100,columbus-oh,1616,uCTuKoIYoEdIAhyUBsGxrg,gsv,2019-12-05T00:53:40.144Z,train,gsv-columbus-1616-CurbRamp.png,8596,3896,13312,6656,130.015625,-16.0625,3.0,81.33790588378906,-0.3262176513671875,,453,223
hf_validated,101,spgg,51275,culI_Ac11EhES2NBtZPdkA,gsv,2021-02-09T16:02:11.221Z,test,gsv-spgg-51275-CurbRamp.png,6558,5284,16384,8192,113.41963958740234,-26.25,1.0,158.78466796875,7.512413024902344,,414,241
